pair;phd_candidate;supervisor;country;institute;subfield;pmid;owner;position_author_supervisor;concern_methods_tools_devlpmnt_or_review;thesis_year;thesis_title;thesis_link;doi;oa_status;issn;journal;publisher;publication_date_unpaywall;is_open_data;open_data_category;is_open_code;open_data_statements;open_code_statements;downloaded;manual_check_code_th;manual_check_code_mh;identifier;assessment;trn;has_trn_secondary_id;has_trn_abstract;has_trn_ft
14;Anna Rubinski;Michael Ewers;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;neuroscience;30467476;supervisor;last;no;2021;Effects of Amyloid and Tau Pathology on Brain Function and Cognition in Alzheimer's Disease;https://edoc.ub.uni-muenchen.de/28793/1/Rubinski_Anna.pdf;10.3389/fnagi.2018.00362;gold;1663-4365;Frontiers in Aging Neuroscience;Frontiers Media SA;08.11.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
14;Anna Rubinski;Michael Ewers;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;neuroscience;33076977;candidate;na;no;2021;Effects of Amyloid and Tau Pathology on Brain Function and Cognition in Alzheimer's Disease;https://edoc.ub.uni-muenchen.de/28793/1/Rubinski_Anna.pdf;10.1186/s13195-020-00702-6;gold;1758-9193;Alzheimer's Research & Therapy;Springer Science and Business Media LLC;19.10.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
15;Elisabeth Olliges;Karin MeiÃƒÅ¸ner;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;medical_psychology;30618877;supervisor;last;no;2021;Suggestibility as well as Psychosocial and Physical Long-term Consequences in Patients with a History of Stress-induced Cardiomyopathy;https://edoc.ub.uni-muenchen.de/28381/2/Olliges_Elisabeth.pdf;10.3389/fpsyt.2018.00706;gold;1664-0640;Frontiers in Psychiatry;Frontiers Media SA;18.12.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
16;Alexander F Lipka;Verschuuren, J.J.G.M.;Netherlands;Leiden UMC;autoimmunity;30882021;supervisor;last;no;2021;Autoimmunity at the neuromuscular synapse: pathophysiology and disease course;https://hdl.handle.net/1887/3246848;10.1212/nxi.0000000000000547;gold;2332-7812;Neurology - Neuroimmunology Neuroinflammation;Ovid Technologies (Wolters Kluwer Health);21.02.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
17;Annelieke C Kruithof;Jacobus Burggraaf;Netherlands;Leiden UMC;drug_development;31443329;supervisor;last;no;2021;Evaluating the effects of sugammadex on coagulation in humans: reversed translational research to unravel off-target pharmacology;https://hdl.handle.net/1887/3247173;10.3390/antibiotics8030119;gold;2079-6382;Antibiotics;MDPI AG;15.08.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
18;Iris Kramer;Marjanka Schmidt;Netherlands;Leiden UMC;cancer;33198768;supervisor;last;no;2021;Double trouble: exploring risk factors to better predict contralateral breast cancer;https://hdl.handle.net/1887/3247221;10.1186/s12916-020-01797-2;gold;1741-7015;BMC Medicine;Springer Science and Business Media LLC;17.11.2020;TRUE;field-specific repository;FALSE;we analysed the oncoarray and icogs datasets separately and then combined the estimates using fixed-effect  table 1 description of the nine risk factors with available genetic data from gwas risk factor (units)  number* of snps  gwas catalog study reference accession number  sample size  population  alcohol consumption (drinks per week)â€   98  gcst007472  liu et al.;NA;TRUE;NA;NA;NULL;NA;NA;NA;NA;NA
18;Iris Kramer;Marjanka Schmidt;Netherlands;Leiden UMC;cancer;34407845;supervisor;last;no;2021;Double trouble: exploring risk factors to better predict contralateral breast cancer;https://hdl.handle.net/1887/3247221;10.1186/s13058-021-01450-7;gold;1465-542X;Breast Cancer Research;Springer Science and Business Media LLC;18.08.2021;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
19;Koen T van Hamersveld;Rob G H H Nelissen;Netherlands;Leiden UMC;orthopedics;30581559;supervisor;last;no;2021;Risk factors for long-term failure of orthopaedic medical devices: taking advantage of RSA as an early detection tool;https://hdl.handle.net/1887/3245131;10.1302/2046-3758.711.bjr-2018-0080.r1;gold;2046-3758;Bone & Joint Research;British Editorial Society of Bone & Joint Surgery;01.11.2018;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
19;Koen T van Hamersveld;Rob G H H Nelissen;Netherlands;Leiden UMC;orthopedics;28522446;supervisor;last;no;2021;Risk factors for long-term failure of orthopaedic medical devices: taking advantage of RSA as an early detection tool;https://hdl.handle.net/1887/3245131;10.1302/2046-3758.65.bjr-2016-0308.r1;gold;2046-3758;Bone & Joint Research;British Editorial Society of Bone & Joint Surgery;01.05.2017;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
19;Koen T van Hamersveld;Rob G H H Nelissen;Netherlands;Leiden UMC;orthopedics;32431810;supervisor;last;no;2021;Risk factors for long-term failure of orthopaedic medical devices: taking advantage of RSA as an early detection tool;https://hdl.handle.net/1887/3245131;10.1302/2046-3758.94.bjr-2019-0274.r1;gold;2046-3758;Bone & Joint Research;British Editorial Society of Bone & Joint Surgery;01.04.2020;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
19;Koen T van Hamersveld;Rob G H H Nelissen;Netherlands;Leiden UMC;orthopedics;31986930;supervisor;last;no;2021;Risk factors for long-term failure of orthopaedic medical devices: taking advantage of RSA as an early detection tool;https://hdl.handle.net/1887/3245131;10.1080/02656736.2019.1710269;gold;0265-6736,1464-5157;International Journal of Hyperthermia;Informa UK Limited;01.01.2020;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
20;Christoph GstÃƒÂ¶ttner;Manfred Wuhrer;Netherlands;Leiden UMC;medical_chemistry;30093973;supervisor;last;no;2021;Boosting mass spectrometry-based analytics for biopharma;https://hdl.handle.net/1887/3245884;10.18632/oncotarget.25753;gold;1949-2553;Oncotarget;Impact Journals, LLC;17.07.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
20;Christoph GstÃƒÂ¶ttner;Manfred Wuhrer;Netherlands;Leiden UMC;medical_chemistry;33076454;supervisor;last;no;2021;Boosting mass spectrometry-based analytics for biopharma;https://hdl.handle.net/1887/3245884;10.3390/ijms21207635;gold;1422-0067;International Journal of Molecular Sciences;MDPI AG;15.10.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
20;Christoph GstÃƒÂ¶ttner;Manfred Wuhrer;Netherlands;Leiden UMC;medical_chemistry;31349756;supervisor;last;no;2021;Boosting mass spectrometry-based analytics for biopharma;https://hdl.handle.net/1887/3245884;10.1080/19420862.2019.1630218;gold;1942-0862,1942-0870;mAbs;Informa UK Limited;26.07.2019;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
20;Christoph GstÃƒÂ¶ttner;Manfred Wuhrer;Netherlands;Leiden UMC;medical_chemistry;31630606;candidate;na;yes;2021;Boosting mass spectrometry-based analytics for biopharma;https://hdl.handle.net/1887/3245884;10.1080/19420862.2019.1682403;gold;1942-0862,1942-0870;mAbs;Informa UK Limited;18.12.2019;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
22;Lisa TCM van Weert;Onno C. Meijer;Netherlands;Leiden UMC;neuroscience;34867228;supervisor;last;no;2021;Genomic glucocorticoid signaling in the hippocampus: understanding receptor specificity and context dependency;https://hdl.handle.net/1887/3240129;10.3389/fnbeh.2021.756903;gold;1662-5153;Frontiers in Behavioral Neuroscience;Frontiers Media SA;17.11.2021;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
22;Lisa TCM van Weert;Onno C. Meijer;Netherlands;Leiden UMC;neuroscience;30934833;candidate;na;no;2021;Genomic glucocorticoid signaling in the hippocampus: understanding receptor specificity and context dependency;https://hdl.handle.net/1887/3240129;10.3390/ijms20071575;gold;1422-0067;International Journal of Molecular Sciences;MDPI AG;29.03.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
23;Maria TiÃƒÂ_-Coma;Annemieke Geluk;Netherlands;Leiden UMC;bacteriology;34777319;supervisor;last;no;2021;Exploring host and pathogen biomarkers for leprosy;https://hdl.handle.net/1887/3229676;10.3389/fmicb.2021.763289;gold;1664-302X;Frontiers in Microbiology;Frontiers Media SA;28.10.2021;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
23;Maria TiÃƒÂ_-Coma;Annemieke Geluk;Netherlands;Leiden UMC;bacteriology;28592626;supervisor;last;no;2021;Exploring host and pathogen biomarkers for leprosy;https://hdl.handle.net/1887/3229676;10.1128/cvi.00060-17;gold;1556-6811,1556-679X;Clinical and Vaccine Immunology;American Society for Microbiology;01.08.2017;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
23;Maria TiÃƒÂ_-Coma;Annemieke Geluk;Netherlands;Leiden UMC;bacteriology;30560920;supervisor;last;no;2021;Exploring host and pathogen biomarkers for leprosy;https://hdl.handle.net/1887/3229676;10.1038/s41598-018-36323-1;gold;2045-2322;Scientific Reports;Springer Science and Business Media LLC;01.12.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
23;Maria TiÃƒÂ_-Coma;Annemieke Geluk;Netherlands;Leiden UMC;bacteriology;28827673;supervisor;last;no;2021;Exploring host and pathogen biomarkers for leprosy;https://hdl.handle.net/1887/3229676;10.1038/s41598-017-07803-7;gold;2045-2322;Scientific Reports;Springer Science and Business Media LLC;21.08.2017;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
23;Maria TiÃƒÂ_-Coma;Annemieke Geluk;Netherlands;Leiden UMC;bacteriology;31422044;supervisor;last;no;2021;Exploring host and pathogen biomarkers for leprosy;https://hdl.handle.net/1887/3229676;10.1016/j.ebiom.2019.08.009;gold;2352-3964;EBioMedicine;Elsevier BV;01.09.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
23;Maria TiÃƒÂ_-Coma;Annemieke Geluk;Netherlands;Leiden UMC;bacteriology;30816338;candidate;na;no;2021;Exploring host and pathogen biomarkers for leprosy;https://hdl.handle.net/1887/3229676;10.1038/s41598-019-39746-6;gold;2045-2322;Scientific Reports;Springer Science and Business Media LLC;28.02.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
23;Maria TiÃƒÂ_-Coma;Annemieke Geluk;Netherlands;Leiden UMC;bacteriology;31784594;candidate;na;no;2021;Exploring host and pathogen biomarkers for leprosy;https://hdl.handle.net/1887/3229676;10.1038/s41598-019-54213-y;gold;2045-2322;Scientific Reports;Springer Science and Business Media LLC;29.11.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
24;Edouard L. Fu;Friedo W. Dekker;Netherlands;Leiden UMC;cardiology;31340963;supervisor;last;no;2021;Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data;https://hdl.handle.net/1887/3221348;10.1136/bmjopen-2018-028034;gold;2044-6055,2044-6055;BMJ Open;BMJ;01.07.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
24;Edouard L. Fu;Friedo W. Dekker;Netherlands;Leiden UMC;cardiology;34134634;supervisor;last;no;2021;Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data;https://hdl.handle.net/1887/3221348;10.1186/s12882-021-02420-z;gold;1471-2369;BMC Nephrology;Springer Science and Business Media LLC;16.06.2021;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
24;Edouard L. Fu;Friedo W. Dekker;Netherlands;Leiden UMC;cardiology;34797859;supervisor;last;no;2021;Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data;https://hdl.handle.net/1887/3221348;10.1371/journal.pone.0260193;gold;1932-6203;PLOS ONE;Public Library of Science (PLoS);19.11.2021;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
24;Edouard L. Fu;Friedo W. Dekker;Netherlands;Leiden UMC;cardiology;31477039;supervisor;last;no;2021;Optimal cardiovascular treatment strategies in kidney disease: causal inference from observational data;https://hdl.handle.net/1887/3221348;10.1186/s12882-019-1521-9;gold;1471-2369;BMC Nephrology;Springer Science and Business Media LLC;02.09.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
25;Loes Soetens;Jacco Wallinga;Netherlands;Leiden UMC;epidemiology;31931789;supervisor;last;no;2021;Patterns and scales in infectious disease surveillance data: an exploratory data analysis approach;https://hdl.handle.net/1887/3247049;10.1186/s12916-019-1471-x;gold;1741-7015;BMC Medicine;Springer Science and Business Media LLC;14.01.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
25;Loes Soetens;Jacco Wallinga;Netherlands;Leiden UMC;epidemiology;32046819;supervisor;last;no;2021;Patterns and scales in infectious disease surveillance data: an exploratory data analysis approach;https://hdl.handle.net/1887/3247049;10.2807/1560-7917.es.2020.25.5.2000062;gold;1560-7917;Eurosurveillance;European Centre for Disease Control and Prevention (ECDC);06.02.2020;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
26;Yang Ge;Marco C. DeRuiter;Netherlands;Leiden UMC;cardiology;32413023;supervisor;last;no;2021;Modeling of the cardiac sympathetic nervous system and the contribution of epicardium-derived cells;https://hdl.handle.net/1887/3247258;10.1371/journal.pone.0228478;gold;1932-6203;PLOS ONE;Public Library of Science (PLoS);15.05.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
26;Yang Ge;Marco C. DeRuiter;Netherlands;Leiden UMC;cardiology;30242109;supervisor;last;no;2021;Modeling of the cardiac sympathetic nervous system and the contribution of epicardium-derived cells;https://hdl.handle.net/1887/3247258;10.1242/dmm.034637;gold;1754-8411,1754-8403;Disease Models & Mechanisms;The Company of Biologists;01.01.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
26;Yang Ge;Marco C. DeRuiter;Netherlands;Leiden UMC;cardiology;34440833;candidate;na;no;2021;Modeling of the cardiac sympathetic nervous system and the contribution of epicardium-derived cells;https://hdl.handle.net/1887/3247258;10.3390/cells10082064;gold;2073-4409;Cells;MDPI AG;12.08.2021;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
27;Frank de Vos;S.A.R.B. Rombouts;Netherlands;Leiden UMC;neuroscience;31881858;supervisor;last;no;2021;Multimodal MRI-based classification of AlzheimerÃ¢â‚¬â„¢s disease;https://hdl.handle.net/1887/3245855;10.1186/s12883-019-1567-0;gold;1471-2377;BMC Neurology;Springer Science and Business Media LLC;01.12.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
27;Frank de Vos;S.A.R.B. Rombouts;Netherlands;Leiden UMC;neuroscience;32554321;candidate;na;no;2021;Multimodal MRI-based classification of AlzheimerÃ¢â‚¬â„¢s disease;https://hdl.handle.net/1887/3245855;10.1016/j.nicl.2020.102303;gold;2213-1582;NeuroImage: Clinical;Elsevier BV;01.01.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
28;EsmÃƒÂ© van der Gracht;Frits Koning;Netherlands;Leiden UMC;molecular_biology;33458613;candidate;na;no;2021;Dissecting the heterogeneity of circulating and tissue-resident memory T cells;https://hdl.handle.net/1887/3245200;10.1016/j.isci.2020.101954;gold;2589-0042;iScience;Elsevier BV;01.01.2021;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
28;EsmÃƒÂ© van der Gracht;Frits Koning;Netherlands;Leiden UMC;molecular_biology;33293355;candidate;na;no;2021;Dissecting the heterogeneity of circulating and tissue-resident memory T cells;https://hdl.handle.net/1887/3245200;10.1136/jitc-2020-001133;gold;2051-1426;Journal for ImmunoTherapy of Cancer;BMJ;01.12.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
28;EsmÃƒÂ© van der Gracht;Frits Koning;Netherlands;Leiden UMC;molecular_biology;33467606;candidate;na;yes;2021;Dissecting the heterogeneity of circulating and tissue-resident memory T cells;https://hdl.handle.net/1887/3245200;10.3390/cells10010164;gold;2073-4409;Cells;MDPI AG;15.01.2021;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
31;Marit Navis;R.M. van Elburg;Netherlands;Amsterdam UMC;epidemiology;33158188;candidate;na;no;2021;From in vitro to in vivo models, and the impact of early life nutrition;https://hdl.handle.net/11245.1/856901ab-6b10-4e58-b5f6-4b222d3bb830;10.3390/nu12113391;gold;2072-6643;Nutrients;MDPI AG;04.11.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
31;Marit Navis;R.M. van Elburg;Netherlands;Amsterdam UMC;epidemiology;32316586;candidate;na;no;2021;From in vitro to in vivo models, and the impact of early life nutrition;https://hdl.handle.net/11245.1/856901ab-6b10-4e58-b5f6-4b222d3bb831;10.3390/nu12041125;gold;2072-6643;Nutrients;MDPI AG;17.04.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
2;Christina Georgikou;Ingrid Herr;Germany;Universitat Heidelberg;cancer;30387838;supervisor;last;no;2020;Inhibition of pancreatic cancer progression by sulforaphane- mediated downregulation of miR30a-3p and sulforaphane derivatives;http://archiv.ub.uni-heidelberg.de/volltextserver/29102/7/Christina_Georgikou_Dissertation.pdf;10.3892/ijo.2018.4616;green;1019-6439,1791-2423;International Journal of Oncology;Spandidos Publications;01.11.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
3;Uzair Ali Khan;Hermann Brenner;Germany;Universitat Heidelberg;cancer;32824839;supervisor;first;no;2020;Colorectal cancer risk prediction and risk-adapted colorectal cancer screening in patients with diabetes mellitus;http://archiv.ub.uni-heidelberg.de/volltextserver/30612/1/AliKhan_Uzair_24_07_1994_Dissertation.pdf;10.3390/nu12082488;green;2072-6643;Nutrients;MDPI AG;18.08.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
3;Uzair Ali Khan;Hermann Brenner;Germany;Universitat Heidelberg;cancer;30236215;supervisor;last;no;2020;Colorectal cancer risk prediction and risk-adapted colorectal cancer screening in patients with diabetes mellitus;http://archiv.ub.uni-heidelberg.de/volltextserver/30612/1/AliKhan_Uzair_24_07_1994_Dissertation.pdf;10.3238/arztebl.2018.0571;green;1866-0452;Deutsches Aerzteblatt Online;Deutscher Arzte-Verlag GmbH;03.09.2018;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
5;Frank Gabel;Stefan Listl;Germany;Universitat Heidelberg;dentistry;28661798;supervisor;last;no;2020;Empirical methods for causal inference;http://archiv.ub.uni-heidelberg.de/volltextserver/30690/1/dissertation_Gabel.pdf;10.2105/ajph.2016.303614;green;0090-0036,1541-0048;American Journal of Public Health;American Public Health Association;01.05.2017;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
7;Michael Lacy;JÃƒÂ_rgen Bernhagen;Germany;Universitat Heidelberg;vascular_biology;28292897;supervisor;last;no;2021;Screening for at-risk alcohol use: The challenge of temporal changes in alcohol consumption;https://epub.ub.uni-greifswald.de/frontdoor/deliver/index/docId/4496/file/Diss_Staudt_komplett_PDF.pdf;10.1073/pnas.1618411114;green;0027-8424,1091-6490;Proceedings of the National Academy of Sciences;Proceedings of the National Academy of Sciences;14.03.2017;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
7;Michael Lacy;JÃƒÂ_rgen Bernhagen;Germany;Universitat Heidelberg;vascular_biology;29543531;supervisor;last;no;2021;Screening for at-risk alcohol use: The challenge of temporal changes in alcohol consumption;https://epub.ub.uni-greifswald.de/frontdoor/deliver/index/docId/4496/file/Diss_Staudt_komplett_PDF.pdf;10.1096/fj.201800058r;green;0892-6638,1530-6860;The FASEB Journal;Wiley;15.03.2018;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
7;Michael Lacy;JÃƒÂ_rgen Bernhagen;Germany;Universitat Heidelberg;vascular_biology;31811089;supervisor;last;no;2021;Screening for at-risk alcohol use: The challenge of temporal changes in alcohol consumption;https://epub.ub.uni-greifswald.de/frontdoor/deliver/index/docId/4496/file/Diss_Staudt_komplett_PDF.pdf;10.1074/jbc.ra119.009716;green;0021-9258,1083-351X;Journal of Biological Chemistry;Elsevier BV;06.12.2019;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
8;Nicole Tonya Erickson;Volker Heinemann;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;cancer;28612020;supervisor;last;no;2021;Establishing patient-centered nutrition screening for German speaking oncology patients;https://edoc.ub.uni-muenchen.de/29055/7/Erickson_Nicole_Tonya.pdf;10.1159/000454687;green;2297-4725,2297-475X;Visceral Medicine;S. Karger AG;01.01.2017;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
12;Olena Ivanova;Michael HÃƒÂ¶lscher;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;public_health;32003551;supervisor;last;no;2021;Formative research - an essential step in developing and adapting health interventions and policies in low- and lower-middle income countries;https://edoc.ub.uni-muenchen.de/28806/7/Ivanova_Olena.pdf;10.1056/nejmc2001468;green;0028-4793,1533-4406;New England Journal of Medicine;Massachusetts Medical Society;05.03.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
13;Taylor A Breuniger;Jakob Linseisen;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;public_health;30018457;supervisor;last;no;2021;Habitual Diet, the Gut Microbiota, Fecal Metabolites and their Associations with Metabolic Diseases: Results from a Population-based Study;https://edoc.ub.uni-muenchen.de/28665/7/Breuninger_Taylor_A.pdf;10.1038/s41430-018-0248-1;green;0954-3007,1476-5640;European Journal of Clinical Nutrition;Springer Science and Business Media LLC;17.07.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
13;Taylor A Breuniger;Jakob Linseisen;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;public_health;29939495;supervisor;last;no;2021;Habitual Diet, the Gut Microbiota, Fecal Metabolites and their Associations with Metabolic Diseases: Results from a Population-based Study;https://edoc.ub.uni-muenchen.de/28665/7/Breuninger_Taylor_A.pdf;10.1002/mnfr.201800117;green;1613-4125;Molecular Nutrition & Food Research;Wiley;31.07.2018;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
14;Anna Rubinski;Michael Ewers;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;neuroscience;31462511;supervisor;last;no;2021;Effects of Amyloid and Tau Pathology on Brain Function and Cognition in Alzheimer's Disease;https://edoc.ub.uni-muenchen.de/28793/1/Rubinski_Anna.pdf;10.1126/scitranslmed.aav6221;green;1946-6234,1946-6242;Science Translational Medicine;American Association for the Advancement of Science (AAAS);28.08.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
15;Elisabeth Olliges;Karin MeiÃƒÅ¸ner;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;medical_psychology;32040139;supervisor;last;no;2021;Suggestibility as well as Psychosocial and Physical Long-term Consequences in Patients with a History of Stress-induced Cardiomyopathy;https://edoc.ub.uni-muenchen.de/28381/2/Olliges_Elisabeth.pdf;10.1001/jamapediatrics.2019.5856;green;2168-6203;JAMA Pediatrics;American Medical Association (AMA);01.04.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
15;Elisabeth Olliges;Karin MeiÃƒÅ¸ner;Germany;Ludwig-Maximilians-UniversitÃƒÂ_t MÃƒÂ_nchen;medical_psychology;32000523;candidate;na;no;2021;Suggestibility as well as Psychosocial and Physical Long-term Consequences in Patients with a History of Stress-induced Cardiomyopathy;https://edoc.ub.uni-muenchen.de/28381/2/Olliges_Elisabeth.pdf;10.1080/13548506.2020.1722315;green;1354-8506,1465-3966;Psychology, Health & Medicine;Informa UK Limited;30.01.2020;NA;NA;NA;NA;NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA
16;Alexander F Lipka;Verschuuren, J.J.G.M.;Netherlands;Leiden UMC;autoimmunity;32250313;supervisor;last;no;2021;Autoimmunity at the neuromuscular synapse: pathophysiology and disease course;https://hdl.handle.net/1887/3246848;10.3233/jnd-200484;green;2214-3599,2214-3602;Journal of Neuromuscular Diseases;IOS Press;02.06.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
16;Alexander F Lipka;Verschuuren, J.J.G.M.;Netherlands;Leiden UMC;autoimmunity;31424417;supervisor;last;no;2021;Autoimmunity at the neuromuscular synapse: pathophysiology and disease course;https://hdl.handle.net/1887/3246848;10.3233/jnd-190407;green;2214-3599,2214-3602;Journal of Neuromuscular Diseases;IOS Press;03.09.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
17;Annelieke C Kruithof;Jacobus Burggraaf;Netherlands;Leiden UMC;drug_development;33201520;supervisor;last;no;2021;Evaluating the effects of sugammadex on coagulation in humans: reversed translational research to unravel off-target pharmacology;https://hdl.handle.net/1887/3247173;10.1111/bcp.14655;green;0306-5251,1365-2125;British Journal of Clinical Pharmacology;Wiley;23.12.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
18;Iris Kramer;Marjanka Schmidt;Netherlands;Leiden UMC;cancer;33022221;candidate;na;no;2021;Double trouble: exploring risk factors to better predict contralateral breast cancer;https://hdl.handle.net/1887/3247221;10.1016/j.ajhg.2020.09.001;green;0002-9297;The American Journal of Human Genetics;Elsevier BV;01.11.2020;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
18;Iris Kramer;Marjanka Schmidt;Netherlands;Leiden UMC;cancer;30698719;candidate;na;no;2021;Double trouble: exploring risk factors to better predict contralateral breast cancer;https://hdl.handle.net/1887/3247221;10.1093/jnci/djz010;green;0027-8874,1460-2105;JNCI: Journal of the National Cancer Institute;Oxford University Press (OUP);30.01.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
21;Rachid Abou;Jeroen J Bax;Netherlands;Leiden UMC;cardiology;31345429;supervisor;last;no;2021;The role of advanced echocardiography in patients with ischemic heart disease;https://hdl.handle.net/1887/3243601;10.1016/j.jacc.2019.05.048;green;0735-1097;Journal of the American College of Cardiology;Elsevier BV;01.07.2019;FALSE;NA;FALSE;NA;NA;TRUE;NA;NA;NA;NA;NA;NA;NA;NA
