pair,phd_candidate,supervisor,country,institute,subfield,doi,owner,position_author_supervisor,concern_methods_tools_devlpmnt_or_review,thesis_year,thesis_title,thesis_link,...14,dup,oa_status,issn,journal,publisher,publication_date_unpaywall
163,joyce hayek,hein de vries,the netherlands,maastricht umc,public health,10.1016/j.healthpol.2020.10.010,supervisor,first,no,2022,"effects of health behaviors, social cognitions, demographics and parenting styles on academic achievement of lebanese youth",10.26481/dis.20220412jh,NA,FALSE,hybrid,0168-8510,Health Policy,Elsevier BV,2021-01-01
164,sophie heloise klasen,ijmert kant,the netherlands,maastricht umc,epidemiology,10.5271/sjweh.3945,candidate,na,no,2022,"efficacy of an indicated prevention strategy for long-term sickness absence from an economic, health and stakeholders' perspective",10.26481/dis.20220106sk,NA,FALSE,gold,"0355-3140,1795-990X","Scandinavian Journal of Work, Environment & Health","Scandinavian Journal of Work, Environment and Health",2021-01-07
164,sophie heloise klasen,ijmert kant,the netherlands,maastricht umc,epidemiology,10.1186/s12889-021-10322-w,candidate,na,no,2022,"efficacy of an indicated prevention strategy for long-term sickness absence from an economic, health and stakeholders' perspective",10.26481/dis.20220106sk,NA,FALSE,gold,1471-2458,BMC Public Health,Springer Science and Business Media LLC,2021-02-04
164,sophie heloise klasen,ijmert kant,the netherlands,maastricht umc,epidemiology,10.1016/j.jclinepi.2018.07.007,supervisor,last,no,2022,"efficacy of an indicated prevention strategy for long-term sickness absence from an economic, health and stakeholders' perspective",10.26481/dis.20220106sk,NA,FALSE,green,0895-4356,Journal of Clinical Epidemiology,Elsevier BV,2018-11-01
164,sophie heloise klasen,ijmert kant,the netherlands,maastricht umc,epidemiology,10.1016/j.jclinepi.2019.11.003,supervisor,last,no,2022,"efficacy of an indicated prevention strategy for long-term sickness absence from an economic, health and stakeholders' perspective",10.26481/dis.20220106sk,NA,FALSE,green,0895-4356,Journal of Clinical Epidemiology,Elsevier BV,2020-02-01
164,sophie heloise klasen,ijmert kant,the netherlands,maastricht umc,epidemiology,10.5271/sjweh.3741,supervisor,last,no,2022,"efficacy of an indicated prevention strategy for long-term sickness absence from an economic, health and stakeholders' perspective",10.26481/dis.20220106sk,NA,FALSE,hybrid,"0355-3140,1795-990X","Scandinavian Journal of Work, Environment & Health","Scandinavian Journal of Work, Environment and Health",2018-06-03
164,sophie heloise klasen,ijmert kant,the netherlands,maastricht umc,epidemiology,10.1097/JOM.0000000000001393,supervisor,last,no,2022,"efficacy of an indicated prevention strategy for long-term sickness absence from an economic, health and stakeholders' perspective",10.26481/dis.20220106sk,NA,FALSE,green,1076-2752,Journal of Occupational & Environmental Medicine,Ovid Technologies (Wolters Kluwer Health),2018-09-01
164,sophie heloise klasen,ijmert kant,the netherlands,maastricht umc,epidemiology,10.1007/s00420-019-01404-9,supervisor,last,no,2022,"efficacy of an indicated prevention strategy for long-term sickness absence from an economic, health and stakeholders' perspective",10.26481/dis.20220106sk,NA,FALSE,hybrid,"0340-0131,1432-1246",International Archives of Occupational and Environmental Health,Springer Science and Business Media LLC,2019-02-11
164,sophie heloise klasen,ijmert kant,the netherlands,maastricht umc,epidemiology,10.1016/j.jpsychores.2017.09.007,supervisor,last,no,2022,"efficacy of an indicated prevention strategy for long-term sickness absence from an economic, health and stakeholders' perspective",10.26481/dis.20220106sk,NA,FALSE,closed,0022-3999,Journal of Psychosomatic Research,Elsevier BV,2017-11-01
164,sophie heloise klasen,ijmert kant,the netherlands,maastricht umc,epidemiology,10.3233/WOR-210436,supervisor,last,no,2022,"efficacy of an indicated prevention strategy for long-term sickness absence from an economic, health and stakeholders' perspective",10.26481/dis.20220106sk,NA,FALSE,green,"1051-9815,1875-9270",Work,IOS Press,2021-12-17
165,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1021/acs.jproteome.1c00447,candidate,na,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak,NA,FALSE,hybrid,"1535-3893,1535-3907",Journal of Proteome Research,American Chemical Society (ACS),2021-12-07
165,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1016/j.jcmgh.2021.11.001,candidate,na,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak,NA,FALSE,gold,2352-345X,Cellular and Molecular Gastroenterology and Hepatology,Elsevier BV,2022-01-01
165,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery, 10.1097/TP.0000000000003257,candidate,na,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak,NA,FALSE,green,0041-1337,Transplantation,Ovid Technologies (Wolters Kluwer Health),2020-04-06
165,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1038/s41419-020-03379-9,candidate,na,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak,NA,FALSE,gold,2041-4889,Cell Death & Disease,Springer Science and Business Media LLC,2021-01-01
165,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1002/jcsm.12723,supervisor,last,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak,NA,FALSE,gold,"2190-5991,2190-6009","Journal of Cachexia, Sarcopenia and Muscle",Wiley,2021-06-01
165,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1016/j.hpb.2019.10.1532,supervisor,last,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak,NA,FALSE,green,1365-182X,HPB,Elsevier BV,2020-07-01
165,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1002/jcsm.12433,supervisor,last,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak,NA,FALSE,gold,"2190-5991,2190-6009","Journal of Cachexia, Sarcopenia and Muscle",Wiley,2019-05-21
165,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1016/j.hpb.2018.02.378,supervisor,last,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak,NA,FALSE,green,1365-182X,HPB,Elsevier BV,2018-08-01
165,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1002/hep.30629,supervisor,last,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak,NA,FALSE,green,"0270-9139,1527-3350",Hepatology,Wiley,2019-06-05
165,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1016/j.hpb.2017.08.030,supervisor,last,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak,NA,FALSE,green,1365-182X,HPB,Elsevier BV,2018-02-01
165,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1093/ajcn/nqz036,supervisor,last,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak,NA,FALSE,hybrid,"0002-9165,1938-3207",The American Journal of Clinical Nutrition,Oxford University Press (OUP),2019-05-10
166,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.fertnstert.2022.01.030,candidate,na,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh,NA,FALSE,closed,0015-0282,Fertility and Sterility,Elsevier BV,2022-03-01
166,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1002/ijc.33907,candidate,na,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh,NA,FALSE,hybrid,"0020-7136,1097-0215",International Journal of Cancer,Wiley,2021-12-18
166,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.3390/cancers13184592,candidate,na,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh,NA,FALSE,gold,2072-6694,Cancers,MDPI AG,2021-09-13
166,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.ygyno.2021.07.006,candidate,na,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh,NA,FALSE,closed,0090-8258,Gynecologic Oncology,Elsevier BV,2021-09-01
166,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.ajog.2020.08.056,candidate,na,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh,NA,FALSE,closed,0002-9378,American Journal of Obstetrics and Gynecology,Elsevier BV,2021-03-01
166,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.canep.2020.101700,candidate,na,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh,NA,FALSE,closed,1877-7821,Cancer Epidemiology,Elsevier BV,2020-04-01
166,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.ajog.2020.01.041,candidate,na,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh,NA,FALSE,closed,0002-9378,American Journal of Obstetrics and Gynecology,Elsevier BV,2020-07-01
166,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.ajog.2020.08.026,supervisor,last,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh,NA,FALSE,hybrid,0002-9378,American Journal of Obstetrics and Gynecology,Elsevier BV,2021-02-01
166,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1093/humrep/deaa264,supervisor,last,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh,NA,FALSE,closed,"0268-1161,1460-2350",Human Reproduction,Oxford University Press (OUP),2020-11-06
166,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.ajog.2019.10.004,supervisor,last,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh,NA,FALSE,hybrid,0002-9378,American Journal of Obstetrics and Gynecology,Elsevier BV,2020-04-01
166,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.ygyno.2020.01.023,supervisor,last,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh,NA,FALSE,hybrid,0090-8258,Gynecologic Oncology,Elsevier BV,2020-04-01
166,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.ygyno.2020.04.705,supervisor,last,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh,NA,FALSE,hybrid,0090-8258,Gynecologic Oncology,Elsevier BV,2020-08-01
166,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1371/journal.pone.0206219,supervisor,last,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh,NA,FALSE,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),2018-10-24
166,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1080/0284186X.2017.1355108,supervisor,last,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh,NA,FALSE,hybrid,"0284-186X,1651-226X",Acta Oncologica,Informa UK Limited,2017-08-01
166,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.ypmed.2017.05.021,supervisor,last,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh,NA,FALSE,hybrid,0091-7435,Preventive Medicine,Elsevier BV,2017-08-01
167,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.1016/j.paid.2018.02.001,candidate,na,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb,NA,FALSE,closed,0191-8869,Personality and Individual Differences,Elsevier BV,2018-06-01
167,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.1016/j.invent.2021.100390,candidate,na,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb,NA,FALSE,gold,2214-7829,Internet Interventions,Elsevier BV,2021-09-01
167,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.1080/13607863.2020.1857697,candidate,na,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb,NA,FALSE,hybrid,"1360-7863,1364-6915",Aging & Mental Health,Informa UK Limited,2020-12-16
167,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.1016/j.invent.2021.100442,candidate,na,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb,NA,FALSE,gold,2214-7829,Internet Interventions,Elsevier BV,2021-12-01
167,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.1017/S1041610220000332,candidate,na,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb,NA,FALSE,hybrid,"1041-6102,1741-203X",International Psychogeriatrics,Cambridge University Press (CUP),2020-03-10
167,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.1080/13854046.2020.1749936,supervisor,last,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb,NA,FALSE,hybrid,"1385-4046,1744-4144",The Clinical Neuropsychologist,Informa UK Limited,2020-04-17
167,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.3233/JAD-201128,supervisor,last,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb,NA,FALSE,green,"1387-2877,1875-8908",Journal of Alzheimer's Disease,IOS Press,2021-02-02
167,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.2196/24724,supervisor,last,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb,NA,FALSE,gold,2561-7605,JMIR Aging,JMIR Publications Inc.,2021-06-03
167,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.2196/21629,supervisor,last,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb,NA,FALSE,gold,2561-7605,JMIR Aging,JMIR Publications Inc.,2021-02-05
167,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.2196/19852,supervisor,last,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb,NA,FALSE,gold,2561-7605,JMIR Aging,JMIR Publications Inc.,2020-10-16
167,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.1080/13607863.2019.1647130,supervisor,last,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb,NA,FALSE,hybrid,"1360-7863,1364-6915",Aging & Mental Health,Informa UK Limited,2019-08-01
167,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.3233/JAD-180857,supervisor,last,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb,NA,FALSE,green,"1387-2877,1875-8908",Journal of Alzheimer's Disease,IOS Press,2019-08-20
167,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.1016/j.invent.2018.09.002,supervisor,last,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb,NA,FALSE,gold,2214-7829,Internet Interventions,Elsevier BV,2019-03-01
168,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1016/j.archger.2021.104473,candidate,na,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me,NA,FALSE,hybrid,0167-4943,Archives of Gerontology and Geriatrics,Elsevier BV,2021-09-01
168,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1007/s41999-020-00337-8,candidate,na,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me,NA,FALSE,hybrid,1878-7657,European Geriatric Medicine,Springer Science and Business Media LLC,2020-06-04
168,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1186/s12877-019-1369-7,candidate,na,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me,NA,FALSE,gold,1471-2318,BMC Geriatrics,Springer Science and Business Media LLC,2019-12-01
168,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1111/jan.14702,supervisor,last,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me,NA,FALSE,closed,"0309-2402,1365-2648",Journal of Advanced Nursing,Wiley,2020-12-04
168,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1016/j.jtv.2020.12.005,supervisor,last,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me,NA,FALSE,hybrid,0965-206X,Journal of Tissue Viability,Elsevier BV,2021-02-01
168,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1186/s12877-021-02082-4,supervisor,last,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me,NA,FALSE,gold,1471-2318,BMC Geriatrics,Springer Science and Business Media LLC,2021-02-23
168,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1007/s12603-021-1668-5,supervisor,last,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me,NA,FALSE,hybrid,"1279-7707,1760-4788","The journal of nutrition, health & aging",Springer Science and Business Media LLC,2021-09-04
168,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1186/s12913-021-06092-1,supervisor,last,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me,NA,FALSE,gold,1472-6963,BMC Health Services Research,Springer Science and Business Media LLC,2021-01-22
168,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1177/1049909120905779,supervisor,last,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me,NA,FALSE,closed,"1049-9091,1938-2715",American Journal of Hospice and Palliative Medicine®,SAGE Publications,2020-03-17
168,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1111/jonm.12772,supervisor,last,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me,NA,FALSE,closed,"0966-0429,1365-2834",Journal of Nursing Management,Wiley,2019-05-29
168,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1111/jan.15149,supervisor,last,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me,NA,FALSE,hybrid,"0309-2402,1365-2648",Journal of Advanced Nursing,Wiley,2022-01-03
169,eva gerdien mulder,marc spaanderman,the netherlands,maastricht umc,obstetrics and gynecology,10.1111/1471-0528.16435,candidate,na,no,2022,hemodynamic adjustments during pregnancy: opportunities for tailored treatment to prevent preeclampsia,10.26481/dis.20220107em,NA,FALSE,hybrid,"1470-0328,1471-0528",BJOG: An International Journal of Obstetrics & Gynaecology,Wiley,2020-08-13
169,eva gerdien mulder,marc spaanderman,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.preghy.2019.04.003,candidate,na,no,2022,hemodynamic adjustments during pregnancy: opportunities for tailored treatment to prevent preeclampsia,10.26481/dis.20220107em,NA,FALSE,closed,2210-7789,Pregnancy Hypertension,Elsevier BV,2019-07-01
169,eva gerdien mulder,marc spaanderman,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.preghy.2018.09.006,candidate,na,no,2022,hemodynamic adjustments during pregnancy: opportunities for tailored treatment to prevent preeclampsia,10.26481/dis.20220107em,NA,FALSE,closed,2210-7789,Pregnancy Hypertension,Elsevier BV,2018-10-01
169,eva gerdien mulder,marc spaanderman,the netherlands,maastricht umc,obstetrics and gynecology,10.1002/uog.20126,supervisor,last,no,2022,hemodynamic adjustments during pregnancy: opportunities for tailored treatment to prevent preeclampsia,10.26481/dis.20220107em,NA,FALSE,green,"0960-7692,1469-0705",Ultrasound in Obstetrics & Gynecology,Wiley,2019-07-01
169,eva gerdien mulder,marc spaanderman,the netherlands,maastricht umc,obstetrics and gynecology,10.1089/jwh.2017.6780,supervisor,last,no,2022,hemodynamic adjustments during pregnancy: opportunities for tailored treatment to prevent preeclampsia,10.26481/dis.20220107em,NA,FALSE,closed,"1540-9996,1931-843X",Journal of Women's Health,Mary Ann Liebert Inc,2019-03-01
169,eva gerdien mulder,marc spaanderman,the netherlands,maastricht umc,obstetrics and gynecology,10.1161/JAHA.119.015043,supervisor,last,no,2022,hemodynamic adjustments during pregnancy: opportunities for tailored treatment to prevent preeclampsia,10.26481/dis.20220107em,NA,FALSE,gold,2047-9980,Journal of the American Heart Association,Ovid Technologies (Wolters Kluwer Health),2020-10-06
169,eva gerdien mulder,marc spaanderman,the netherlands,maastricht umc,obstetrics and gynecology,10.1002/uog.17534,supervisor,last,no,2022,hemodynamic adjustments during pregnancy: opportunities for tailored treatment to prevent preeclampsia,10.26481/dis.20220107em,NA,FALSE,bronze,0960-7692,Ultrasound in Obstetrics & Gynecology,Wiley,2018-06-19
169,eva gerdien mulder,marc spaanderman,the netherlands,maastricht umc,obstetrics and gynecology,10.1186/s12913-022-07484-7,supervisor,last,no,2022,hemodynamic adjustments during pregnancy: opportunities for tailored treatment to prevent preeclampsia,10.26481/dis.20220107em,NA,FALSE,gold,1472-6963,BMC Health Services Research,Springer Science and Business Media LLC,2022-02-17
170,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.3389/fbioe.2021.750246,candidate,na,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al,NA,FALSE,gold,2296-4185,Frontiers in Bioengineering and Biotechnology,Frontiers Media SA,2022-01-11
170,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.1007/s00774-021-01281-8,candidate,na,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al,NA,FALSE,green,"0914-8779,1435-5604",Journal of Bone and Mineral Metabolism,Springer Science and Business Media LLC,2021-11-10
170,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.1016/j.spinee.2021.07.011,candidate,na,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al,NA,FALSE,hybrid,1529-9430,The Spine Journal,Elsevier BV,2021-07-01
170,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.1177/2192568220979839,candidate,na,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al,NA,FALSE,closed,"2192-5682,2192-5690",Global Spine Journal,SAGE Publications,2021-01-07
170,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.1016/j.spinee.2020.09.010,candidate,na,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al,NA,FALSE,hybrid,1529-9430,The Spine Journal,Elsevier BV,2021-03-01
170,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.1016/j.fas.2021.12.001,supervisor,last,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al,NA,FALSE,hybrid,1268-7731,Foot and Ankle Surgery,Elsevier BV,2021-12-01
170,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.3389/fbioe.2020.00634,supervisor,last,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al,NA,FALSE,gold,2296-4185,Frontiers in Bioengineering and Biotechnology,Frontiers Media SA,2020-06-26
170,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.3390/ma12193209,supervisor,last,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al,NA,FALSE,gold,1996-1944,Materials,MDPI AG,2019-09-30
170,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.1002/jbm.b.33886,supervisor,last,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al,NA,FALSE,green,1552-4973,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2017-03-27
170,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.1016/j.knee.2017.07.018,supervisor,last,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al,NA,FALSE,closed,0968-0160,The Knee,Elsevier BV,2017-10-01
170,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.1186/s12891-017-1635-9,supervisor,last,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al,NA,FALSE,gold,1471-2474,BMC Musculoskeletal Disorders,Springer Science and Business Media LLC,2017-06-29
171,nick cornelis johannes van osta,joost lumens,the netherlands,maastricht umc,biomedical engineering,10.1098/rsta.2019.0347,candidate,na,no,2022,making it personal: model-based cardiac tissue characterization in arrhythmogenic cardiomyopathy,10.26481/dis.20220331no,NA,FALSE,hybrid,"1364-503X,1471-2962","Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",The Royal Society,2020-05-25
171,nick cornelis johannes van osta,joost lumens,the netherlands,maastricht umc,biomedical engineering,10.1093/europace/euaa407,candidate,na,no,2022,making it personal: model-based cardiac tissue characterization in arrhythmogenic cardiomyopathy,10.26481/dis.20220331no,NA,FALSE,hybrid,"1099-5129,1532-2092",EP Europace,Oxford University Press (OUP),2021-03-01
171,nick cornelis johannes van osta,joost lumens,the netherlands,maastricht umc,biomedical engineering,10.3389/fphys.2021.738926,candidate,na,no,2022,making it personal: model-based cardiac tissue characterization in arrhythmogenic cardiomyopathy,10.26481/dis.20220331no,NA,FALSE,gold,1664-042X,Frontiers in Physiology,Frontiers Media SA,2021-09-30
171,nick cornelis johannes van osta,joost lumens,the netherlands,maastricht umc,biomedical engineering,10.1093/europace/euaa387,supervisor,last,no,2022,making it personal: model-based cardiac tissue characterization in arrhythmogenic cardiomyopathy,10.26481/dis.20220331no,NA,FALSE,hybrid,"1099-5129,1532-2092",EP Europace,Oxford University Press (OUP),2021-03-01
