referenceid	timestamp_started	timestamp_finished	pair	phd_candidate	supervisor	country	institute	subfield	pmid	owner	position_author_supervisor	concern_methods_tools_devlpmnt_or_review	thesis_year	thesis_title	thesis_link	doi	oa_status	issn	journal	publisher	publication_date_unpaywall	is_open_data	open_data_category	is_open_code	open_data_statements	open_code_statements	downloaded	open_methods_yn	unsure_explanation	type_of_open_methods_trial_registration_number	type_of_open_methods_preregistration	type_of_open_methods_protocol	type_of_open_methods_open_notebook	type_of_open_methods_open_code	type_of_open_methods_Other	link_open_methods	public_link_open_methods	additional_remarks
104	2022-03-15 05:50:40	2022-03-15 05:50:43	7	Michael Lacy	J	Germany	Universitat Heidelberg	vascular_biology	34145241	candidate	na	no	2021	Screening for at-risk alcohol use: The challenge of temporal changes in alcohol consumption	https://epub.ub.uni-greifswald.de/frontdoor/deliver/index/docId/4496/file/Diss_Staudt_komplett_PDF.pdf	10.1038/s41467-021-23909-z	gold	2041-1723	Nature Communications	Springer Science and Business Media LLC	18.06.2021	TRUE	field-specific repository	FALSE	rna sequencing data are publicly available under accession code [gse145585].		TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
105	2022-03-15 05:50:47	2022-03-15 05:51:26	7	Michael Lacy	J	Germany	Universitat Heidelberg	vascular_biology	30149100	candidate	na	yes	2021	Screening for at-risk alcohol use: The challenge of temporal changes in alcohol consumption	https://epub.ub.uni-greifswald.de/frontdoor/deliver/index/docId/4496/file/Diss_Staudt_komplett_PDF.pdf	10.1016/j.pharmthera.2018.08.012	closed	0163-7258	Pharmacology & Therapeutics	Elsevier BV	01.01.2019	FALSE		FALSE			TRUE	No	this is a review paper 	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
106	2022-03-15 05:51:31	2022-03-15 05:51:45	8	Nicole Tonya Erickson	Volker Heinemann	Germany	Ludwig-Maximilians-Universit	cancer	33154570	supervisor	last	no	2021	Establishing patient-centered nutrition screening for German speaking oncology patients	https://edoc.ub.uni-muenchen.de/29055/7/Erickson_Nicole_Tonya.pdf	10.1038/s41416-020-01140-9	hybrid	0007-0920,1532-1827	British Journal of Cancer	Springer Science and Business Media LLC	06.11.2020	FALSE		FALSE			TRUE	Yes	NULL	1	NULL	0	NULL	NULL	NULL	NCT00433927	Yes	paper also states there was a protocol in Supplementary Materials - but there was none
108	2022-03-15 05:51:49	2022-03-15 05:57:02	8	Nicole Tonya Erickson	Volker Heinemann	Germany	Ludwig-Maximilians-Universit	cancer	32810748	supervisor	last	no	2021	Establishing patient-centered nutrition screening for German speaking oncology patients	https://edoc.ub.uni-muenchen.de/29055/7/Erickson_Nicole_Tonya.pdf	10.1016/j.ejca.2020.07.003	closed	0959-8049	European Journal of Cancer	Elsevier BV	01.09.2020	FALSE		FALSE			TRUE	No	points to 'protocols',  but they are results publications	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
110	2022-03-15 05:57:06	2022-03-15 05:57:41	8	Nicole Tonya Erickson	Volker Heinemann	Germany	Ludwig-Maximilians-Universit	cancer	31912799	supervisor	last	no	2021	Establishing patient-centered nutrition screening for German speaking oncology patients	https://edoc.ub.uni-muenchen.de/29055/7/Erickson_Nicole_Tonya.pdf	10.1016/j.annonc.2019.10.001	bronze	0923-7534	Annals of Oncology	Elsevier BV	01.01.2020	FALSE		FALSE			TRUE	Yes	NULL	1	0	0	0	0	0	https://www.clinicaltrials.gov/ct2/show/NCT00433927?term=NCT00433927&draw=2&rank=1	Yes	NULL
111	2022-03-15 05:57:53	2022-03-15 05:57:56	8	Nicole Tonya Erickson	Volker Heinemann	Germany	Ludwig-Maximilians-Universit	cancer	28612020	supervisor	last	no	2021	Establishing patient-centered nutrition screening for German speaking oncology patients	https://edoc.ub.uni-muenchen.de/29055/7/Erickson_Nicole_Tonya.pdf	10.1159/000454687	green	2297-4725,2297-475X	Visceral Medicine	S. Karger AG	01.01.2017	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
112	2022-03-15 05:57:59	2022-03-15 05:58:12	8	Nicole Tonya Erickson	Volker Heinemann	Germany	Ludwig-Maximilians-Universit	cancer	32943459	supervisor	last	no	2021	Establishing patient-centered nutrition screening for German speaking oncology patients	https://edoc.ub.uni-muenchen.de/29055/7/Erickson_Nicole_Tonya.pdf	10.1158/1078-0432.ccr-20-2748	closed	1078-0432,1557-3265	Clinical Cancer Research	American Association for Cancer Research (AACR)	17.09.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
113	2022-03-15 05:58:16	2022-03-15 05:58:18	8	Nicole Tonya Erickson	Volker Heinemann	Germany	Ludwig-Maximilians-Universit	cancer	30684046	candidate	na	no	2021	Establishing patient-centered nutrition screening for German speaking oncology patients	https://edoc.ub.uni-muenchen.de/29055/7/Erickson_Nicole_Tonya.pdf	10.1007/s00520-019-4637-3	closed	0941-4355,1433-7339	Supportive Care in Cancer	Springer Science and Business Media LLC	25.01.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
114	2022-03-15 05:58:26	2022-03-15 05:58:29	8	Nicole Tonya Erickson	Volker Heinemann	Germany	Ludwig-Maximilians-Universit	cancer	34159428	candidate	na	no	2021	Establishing patient-centered nutrition screening for German speaking oncology patients	https://edoc.ub.uni-muenchen.de/29055/7/Erickson_Nicole_Tonya.pdf	10.1007/s00520-021-06351-1	hybrid	0941-4355,1433-7339	Supportive Care in Cancer	Springer Science and Business Media LLC	22.06.2021	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
116	2022-03-15 05:58:32	2022-03-15 05:58:50	9	Shi Lei	Shi Lei	Germany	Ludwig-Maximilians-Universit	immunology	29845754	supervisor	last	no	2021	In-vitro investigation of the impact of methadone on 5-ALA-PDT	https://edoc.ub.uni-muenchen.de/28976/1/Shi_Lei.pdf	10.1002/jbio.201700373	closed	1864-063X	Journal of Biophotonics	Wiley	28.06.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
117	2022-03-15 05:58:56	2022-03-15 06:00:36	9	Shi Lei	Shi Lei	Germany	Ludwig-Maximilians-Universit	immunology	32231344	supervisor	last	no	2021	In-vitro investigation of the impact of methadone on 5-ALA-PDT	https://edoc.ub.uni-muenchen.de/28976/1/Shi_Lei.pdf	10.1038/s41598-020-62657-w	gold	2045-2322	Scientific Reports	Springer Science and Business Media LLC	30.03.2020	FALSE		FALSE			TRUE	Yes	NULL	1	0	0	0	0	0	DRKS00017646	Yes	NULL
118	2022-03-15 06:00:41	2022-03-15 06:00:44	9	Shi Lei	Shi Lei	Germany	Ludwig-Maximilians-Universit	immunology	30251487	supervisor	last	no	2021	In-vitro investigation of the impact of methadone on 5-ALA-PDT	https://edoc.ub.uni-muenchen.de/28976/1/Shi_Lei.pdf	10.1117/1.jbo.23.9.091418	gold	1083-3668	Journal of Biomedical Optics	SPIE-Intl Soc Optical Eng	24.09.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
119	2022-03-15 06:00:48	2022-03-15 06:00:50	9	Shi Lei	Shi Lei	Germany	Ludwig-Maximilians-Universit	immunology	30033650	supervisor	last	no	2021	In-vitro investigation of the impact of methadone on 5-ALA-PDT	https://edoc.ub.uni-muenchen.de/28976/1/Shi_Lei.pdf	10.1002/jhrm.21326	closed	1074-4797	Journal of Healthcare Risk Management	Wiley	23.07.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
122	2022-03-15 06:00:54	2022-03-15 06:01:01	9	Shi Lei	Shi Lei	Germany	Ludwig-Maximilians-Universit	immunology	31945545	candidate	na	no	2021	In-vitro investigation of the impact of methadone on 5-ALA-PDT	https://edoc.ub.uni-muenchen.de/28976/1/Shi_Lei.pdf	10.1016/j.pdpdt.2020.101657	closed	1572-1000	Photodiagnosis and Photodynamic Therapy	Elsevier BV	01.06.2020	FALSE		FALSE			TRUE	Unsure	I only have the first page 	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
123	2022-03-15 06:01:05	2022-03-15 06:01:19	10	Anna Suraya	Dennis Nowak	Germany	Ludwig-Maximilians-Universit	public_health	29492652	supervisor	last	no	2021	Asbestos exposure in lung cancer: a hospital-based case control study in Indonesia	https://edoc.ub.uni-muenchen.de/28904/1/Suraya_Anna.pdf	10.1007/s00415-018-8802-2	closed	0340-5354,1432-1459	Journal of Neurology	Springer Science and Business Media LLC	28.02.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
124	2022-03-15 06:01:22	2022-03-15 06:01:25	10	Anna Suraya	Dennis Nowak	Germany	Ludwig-Maximilians-Universit	public_health	31046862	supervisor	last	no	2021	Asbestos exposure in lung cancer: a hospital-based case control study in Indonesia	https://edoc.ub.uni-muenchen.de/28904/1/Suraya_Anna.pdf	10.1017/s1092852918001748	closed	1092-8529,2165-6509	CNS Spectrums	Cambridge University Press (CUP)	03.05.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
125	2022-03-15 06:01:29	2022-03-15 06:01:38	10	Anna Suraya	Dennis Nowak	Germany	Ludwig-Maximilians-Universit	public_health	31562560	supervisor	last	no	2021	Asbestos exposure in lung cancer: a hospital-based case control study in Indonesia	https://edoc.ub.uni-muenchen.de/28904/1/Suraya_Anna.pdf	10.1007/s00415-019-09543-2	closed	0340-5354,1432-1459	Journal of Neurology	Springer Science and Business Media LLC	27.09.2019	FALSE		FALSE			TRUE	No	Dubious whether we should include, regards a case report.	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
126	2022-03-15 06:01:44	2022-03-15 06:25:46	10	Anna Suraya	Dennis Nowak	Germany	Ludwig-Maximilians-Universit	public_health	33291582	supervisor	last	no	2021	Asbestos exposure in lung cancer: a hospital-based case control study in Indonesia	https://edoc.ub.uni-muenchen.de/28904/1/Suraya_Anna.pdf	10.3390/ijerph17239040	gold	1660-4601	International Journal of Environmental Research and Public Health	MDPI AG	04.12.2020	FALSE		FALSE			TRUE	Yes	NULL	0	0	0	0	0	1	https://academic.oup.com/ije/article/39/4/980/788856?login=true <-- seems like a public protocol to me but then slightly different 	Yes	NULL
127	2022-03-15 06:25:51	2022-03-15 06:26:05	10	Anna Suraya	Dennis Nowak	Germany	Ludwig-Maximilians-Universit	public_health	34035550	supervisor	last	no	2021	Asbestos exposure in lung cancer: a hospital-based case control study in Indonesia	https://edoc.ub.uni-muenchen.de/28904/1/Suraya_Anna.pdf	10.1055/a-1361-1715	hybrid	0016-5751,1438-8804	Geburtshilfe und Frauenheilkunde	Georg Thieme Verlag KG	01.05.2021	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
129	2022-03-15 06:26:09	2022-03-15 06:26:11	10	Anna Suraya	Dennis Nowak	Germany	Ludwig-Maximilians-Universit	public_health	33505867	candidate	na	no	2021	Asbestos exposure in lung cancer: a hospital-based case control study in Indonesia	https://edoc.ub.uni-muenchen.de/28904/1/Suraya_Anna.pdf	10.5334/aogh.3155	gold	2214-9996	Annals of Global Health	Ubiquity Press, Ltd.	01.01.2021	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
130	2022-03-15 06:26:16	2022-03-15 06:26:20	11	Maximilian Grosch	Sibylle Ziegler	Germany	Ludwig-Maximilians-Universit	neurology	31428975	supervisor	last	no	2021	Metabolic brain connectivity after acute unilateral vestibulopathy: Longitudinal analysis and single subject classification in the rat.	https://edoc.ub.uni-muenchen.de/28874/7/Grosch_Maximilian.pdf	10.1186/s13550-019-0547-0	gold	2191-219X	EJNMMI Research	Springer Science and Business Media LLC	19.08.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
132	2022-03-15 06:26:23	2022-03-15 06:26:26	11	Maximilian Grosch	Sibylle Ziegler	Germany	Ludwig-Maximilians-Universit	neurology	27379986	supervisor	last	no	2021	Metabolic brain connectivity after acute unilateral vestibulopathy: Longitudinal analysis and single subject classification in the rat.	https://edoc.ub.uni-muenchen.de/28874/7/Grosch_Maximilian.pdf	10.1007/s11307-016-0975-4	closed	1536-1632,1860-2002	Molecular Imaging and Biology	Springer Science and Business Media LLC	05.07.2016	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
133	2022-03-15 06:26:29	2022-03-15 06:26:32	11	Maximilian Grosch	Sibylle Ziegler	Germany	Ludwig-Maximilians-Universit	neurology	29582780	supervisor	last	no	2021	Metabolic brain connectivity after acute unilateral vestibulopathy: Longitudinal analysis and single subject classification in the rat.	https://edoc.ub.uni-muenchen.de/28874/7/Grosch_Maximilian.pdf	10.1088/1361-6560/aab9d1	closed	1361-6560	Physics in Medicine & Biology	IOP Publishing	01.05.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
134	2022-03-15 06:26:36	2022-03-15 06:26:38	11	Maximilian Grosch	Sibylle Ziegler	Germany	Ludwig-Maximilians-Universit	neurology	33249212	candidate	na	no	2021	Metabolic brain connectivity after acute unilateral vestibulopathy: Longitudinal analysis and single subject classification in the rat.	https://edoc.ub.uni-muenchen.de/28874/7/Grosch_Maximilian.pdf	10.1016/j.neuroimage.2020.117588	gold	1053-8119	NeuroImage	Elsevier BV	01.02.2021	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
135	2022-03-15 06:26:42	2022-03-15 06:26:45	11	Maximilian Grosch	Sibylle Ziegler	Germany	Ludwig-Maximilians-Universit	neurology	33831550	candidate	na	no	2021	Metabolic brain connectivity after acute unilateral vestibulopathy: Longitudinal analysis and single subject classification in the rat.	https://edoc.ub.uni-muenchen.de/28874/7/Grosch_Maximilian.pdf	10.1016/j.neuroimage.2021.118007	gold	1053-8119	NeuroImage	Elsevier BV	01.07.2021	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
136	2022-03-15 06:26:49	2022-03-15 06:28:12	12	Olena Ivanova	Michael H?lscher	Germany	Ludwig-Maximilians-Universit	public_health	32003551	supervisor	last	no	2021	Formative research - an essential step in developing and adapting health interventions and policies in low- and lower-middle income countries	https://edoc.ub.uni-muenchen.de/28806/7/Ivanova_Olena.pdf	10.1056/nejmc2001468	green	0028-4793,1533-4406	New England Journal of Medicine	Massachusetts Medical Society	05.03.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
137	2022-03-15 06:28:17	2022-03-15 06:28:20	12	Olena Ivanova	Michael H?lscher	Germany	Ludwig-Maximilians-Universit	public_health	29940968	supervisor	last	no	2021	Formative research - an essential step in developing and adapting health interventions and policies in low- and lower-middle income countries	https://edoc.ub.uni-muenchen.de/28806/7/Ivanova_Olena.pdf	10.1186/s12936-018-2389-z	gold	1475-2875	Malaria Journal	Springer Science and Business Media LLC	26.06.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
138	2022-03-15 06:28:25	2022-03-15 06:28:28	12	Olena Ivanova	Michael H?lscher	Germany	Ludwig-Maximilians-Universit	public_health	32599726	candidate	na	no	2021	Formative research - an essential step in developing and adapting health interventions and policies in low- and lower-middle income countries	https://edoc.ub.uni-muenchen.de/28806/7/Ivanova_Olena.pdf	10.3390/ijerph17124535	gold	1660-4601	International Journal of Environmental Research and Public Health	MDPI AG	24.06.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
139	2022-03-15 06:28:33	2022-03-15 06:28:46	13	Taylor A Breuniger	Jakob Linseisen	Germany	Ludwig-Maximilians-Universit	public_health	31089867	supervisor	last	no	2021	Habitual Diet, the Gut Microbiota, Fecal Metabolites and their Associations with Metabolic Diseases: Results from a Population-based Study	https://edoc.ub.uni-muenchen.de/28665/7/Breuninger_Taylor_A.pdf	10.1007/s00394-019-01988-5	hybrid	1436-6207,1436-6215	European Journal of Nutrition	Springer Science and Business Media LLC	14.05.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
140	2022-03-15 06:28:49	2022-03-15 06:28:51	13	Taylor A Breuniger	Jakob Linseisen	Germany	Ludwig-Maximilians-Universit	public_health	30018457	supervisor	last	no	2021	Habitual Diet, the Gut Microbiota, Fecal Metabolites and their Associations with Metabolic Diseases: Results from a Population-based Study	https://edoc.ub.uni-muenchen.de/28665/7/Breuninger_Taylor_A.pdf	10.1038/s41430-018-0248-1	green	0954-3007,1476-5640	European Journal of Clinical Nutrition	Springer Science and Business Media LLC	17.07.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
141	2022-03-15 06:28:56	2022-03-15 06:32:08	13	Taylor A Breuniger	Jakob Linseisen	Germany	Ludwig-Maximilians-Universit	public_health	32048458	supervisor	last	no	2021	Habitual Diet, the Gut Microbiota, Fecal Metabolites and their Associations with Metabolic Diseases: Results from a Population-based Study	https://edoc.ub.uni-muenchen.de/28665/7/Breuninger_Taylor_A.pdf	10.1002/mnfr.201900918	hybrid	1613-4125,1613-4133	Molecular Nutrition & Food Research	Wiley	20.02.2020	FALSE		FALSE			TRUE	Yes	They cite this work: https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-2005-858235, but not sure if that should be classified as open methods statement	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
143	2022-03-15 06:32:13	2022-03-15 06:32:14	13	Taylor A Breuniger	Jakob Linseisen	Germany	Ludwig-Maximilians-Universit	public_health	29939495	supervisor	last	no	2021	Habitual Diet, the Gut Microbiota, Fecal Metabolites and their Associations with Metabolic Diseases: Results from a Population-based Study	https://edoc.ub.uni-muenchen.de/28665/7/Breuninger_Taylor_A.pdf	10.1002/mnfr.201800117	green	1613-4125	Molecular Nutrition & Food Research	Wiley	31.07.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
144	2022-03-15 06:32:19	2022-03-15 06:32:21	13	Taylor A Breuniger	Jakob Linseisen	Germany	Ludwig-Maximilians-Universit	public_health	32868355	supervisor	last	no	2021	Habitual Diet, the Gut Microbiota, Fecal Metabolites and their Associations with Metabolic Diseases: Results from a Population-based Study	https://edoc.ub.uni-muenchen.de/28665/7/Breuninger_Taylor_A.pdf	10.1136/bmjopen-2019-036176	gold	2044-6055,2044-6055	BMJ Open	BMJ	01.08.2020	TRUE	data availability statement	FALSE	data availability statement no data are available. 11  bmj open: first published as 10.1136/bmjopen-2019-036176		TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
147	2022-03-15 06:32:24	2022-03-15 06:32:26	13	Taylor A Breuniger	Jakob Linseisen	Germany	Ludwig-Maximilians-Universit	public_health	31277007	candidate	na	no	2021	Habitual Diet, the Gut Microbiota, Fecal Metabolites and their Associations with Metabolic Diseases: Results from a Population-based Study	https://edoc.ub.uni-muenchen.de/28665/7/Breuninger_Taylor_A.pdf	10.1016/j.atherosclerosis.2019.06.911	hybrid	0021-9150	Atherosclerosis	Elsevier BV	01.09.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
149	2022-03-15 06:32:29	2022-03-15 06:32:35	14	Anna Rubinski	Michael Ewers	Germany	Ludwig-Maximilians-Universit	neuroscience	32790063	supervisor	first	no	2021	Effects of Amyloid and Tau Pathology on Brain Function and Cognition in Alzheimer's Disease	https://edoc.ub.uni-muenchen.de/28793/1/Rubinski_Anna.pdf	10.15252/emmm.202012308	gold	1757-4676,1757-4684	EMBO Molecular Medicine	EMBO	10.08.2020	FALSE		FALSE			TRUE	No	paper points to some 'protocols', which are normal publications	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
150	2022-03-15 06:32:42	2022-03-15 06:32:46	14	Anna Rubinski	Michael Ewers	Germany	Ludwig-Maximilians-Universit	neuroscience	30239611	supervisor	last	no	2021	Effects of Amyloid and Tau Pathology on Brain Function and Cognition in Alzheimer's Disease	https://edoc.ub.uni-muenchen.de/28793/1/Rubinski_Anna.pdf	10.1093/brain/awy229	hybrid	0006-8950,1460-2156	Brain	Oxford University Press (OUP)	25.09.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
152	2022-03-15 06:32:50	2022-03-15 06:32:53	14	Anna Rubinski	Michael Ewers	Germany	Ludwig-Maximilians-Universit	neuroscience	30467476	supervisor	last	no	2021	Effects of Amyloid and Tau Pathology on Brain Function and Cognition in Alzheimer's Disease	https://edoc.ub.uni-muenchen.de/28793/1/Rubinski_Anna.pdf	10.3389/fnagi.2018.00362	gold	1663-4365	Frontiers in Aging Neuroscience	Frontiers Media SA	08.11.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
153	2022-03-15 06:32:57	2022-03-15 06:33:01	14	Anna Rubinski	Michael Ewers	Germany	Ludwig-Maximilians-Universit	neuroscience	31462511	supervisor	last	no	2021	Effects of Amyloid and Tau Pathology on Brain Function and Cognition in Alzheimer's Disease	https://edoc.ub.uni-muenchen.de/28793/1/Rubinski_Anna.pdf	10.1126/scitranslmed.aav6221	green	1946-6234,1946-6242	Science Translational Medicine	American Association for the Advancement of Science (AAAS)	28.08.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
154	2022-03-15 06:33:05	2022-03-15 06:36:13	14	Anna Rubinski	Michael Ewers	Germany	Ludwig-Maximilians-Universit	neuroscience	33076977	candidate	na	no	2021	Effects of Amyloid and Tau Pathology on Brain Function and Cognition in Alzheimer's Disease	https://edoc.ub.uni-muenchen.de/28793/1/Rubinski_Anna.pdf	10.1186/s13195-020-00702-6	gold	1758-9193	Alzheimer's Research & Therapy	Springer Science and Business Media LLC	19.10.2020	FALSE		FALSE			TRUE	Yes	NULL	0	0	0	0	0	1	http://adni.loni.usc.edu/methods	Yes	NULL
155	2022-03-15 06:36:21	2022-03-15 06:36:32	14	Anna Rubinski	Michael Ewers	Germany	Ludwig-Maximilians-Universit	neuroscience	33765424	candidate	na	no	2021	Effects of Amyloid and Tau Pathology on Brain Function and Cognition in Alzheimer's Disease	https://edoc.ub.uni-muenchen.de/28793/1/Rubinski_Anna.pdf	10.1016/j.neurobiolaging.2021.02.003	closed	0197-4580	Neurobiology of Aging	Elsevier BV	01.06.2021	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
156	2022-03-15 06:36:36	2022-03-15 06:36:39	15	Elisabeth Olliges	Karin Mei	Germany	Ludwig-Maximilians-Universit	medical_psychology	32966280	supervisor	last	no	2021	Suggestibility as well as Psychosocial and Physical Long-term Consequences in Patients with a History of Stress-induced Cardiomyopathy	https://edoc.ub.uni-muenchen.de/28381/2/Olliges_Elisabeth.pdf	10.1371/journal.pone.0238533	gold	1932-6203	PLOS ONE	Public Library of Science (PLoS)	23.09.2020	TRUE	field-specific repository, supplement	FALSE	the mass spectrometry proteomics data have been deposited to the proteomexchange consortium via the pride [27] partner repository with the dataset identifier pxd020563.   thus for large individual proteins we could increase the sample size up to 1000 fold (s1 dataset).;     supporting information s1 dataset.  xlsx) s1 file		TRUE	Yes	NULL	1	NULL	NULL	NULL	NULL	NULL	https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00015192	Yes	NULL
157	2022-03-15 06:36:43	2022-03-15 06:37:05	15	Elisabeth Olliges	Karin Mei	Germany	Ludwig-Maximilians-Universit	medical_psychology	28258747	supervisor	last	no	2021	Suggestibility as well as Psychosocial and Physical Long-term Consequences in Patients with a History of Stress-induced Cardiomyopathy	https://edoc.ub.uni-muenchen.de/28381/2/Olliges_Elisabeth.pdf	10.1016/j.biopsych.2017.01.006	closed	0006-3223	Biological Psychiatry	Elsevier BV	01.11.2018	FALSE		FALSE			TRUE	Yes	NULL	1	0	0	0	0	0	https://clinicaltrials.gov/ct2/show/study/NCT01321840?term=NCT01321840&draw=2&rank=1	Yes	supplementary materials, which contain more details on mehtods, not openly available
162	2022-03-15 06:37:13	2022-03-15 06:37:16	16	Alexander F Lipka	Verschuuren, J.J.G.M.	Netherlands	Leiden UMC	autoimmunity	31488385	supervisor	last	no	2021	Autoimmunity at the neuromuscular synapse: pathophysiology and disease course	https://hdl.handle.net/1887/3246848	10.1016/j.nmd.2019.07.006	hybrid	0960-8966	Neuromuscular Disorders	Elsevier BV	01.09.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
163	2022-03-15 06:37:20	2022-03-15 06:37:22	16	Alexander F Lipka	Verschuuren, J.J.G.M.	Netherlands	Leiden UMC	autoimmunity	32250313	supervisor	last	no	2021	Autoimmunity at the neuromuscular synapse: pathophysiology and disease course	https://hdl.handle.net/1887/3246848	10.3233/jnd-200484	green	2214-3599,2214-3602	Journal of Neuromuscular Diseases	IOS Press	02.06.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
165	2022-03-15 06:37:26	2022-03-15 06:37:28	16	Alexander F Lipka	Verschuuren, J.J.G.M.	Netherlands	Leiden UMC	autoimmunity	31424417	supervisor	last	no	2021	Autoimmunity at the neuromuscular synapse: pathophysiology and disease course	https://hdl.handle.net/1887/3246848	10.3233/jnd-190407	green	2214-3599,2214-3602	Journal of Neuromuscular Diseases	IOS Press	03.09.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
166	2022-03-15 06:37:32	2022-03-15 06:37:36	16	Alexander F Lipka	Verschuuren, J.J.G.M.	Netherlands	Leiden UMC	autoimmunity	28271514	supervisor	last	no	2021	Autoimmunity at the neuromuscular synapse: pathophysiology and disease course	https://hdl.handle.net/1887/3246848	10.1002/mus.25641	closed	0148-639X	Muscle & Nerve	Wiley	09.05.2017	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
168	2022-03-15 06:37:40	2022-03-15 06:37:42	16	Alexander F Lipka	Verschuuren, J.J.G.M.	Netherlands	Leiden UMC	autoimmunity	31831596	candidate	na	no	2021	Autoimmunity at the neuromuscular synapse: pathophysiology and disease course	https://hdl.handle.net/1887/3246848	10.1212/wnl.0000000000008747	hybrid	0028-3878,1526-632X	Neurology	Ovid Technologies (Wolters Kluwer Health)	12.12.2019	TRUE	general-purpose repository	FALSE	results we included 150 patients with lems of whom 85 (59%) had an associated lung cancer (		TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
170	2022-03-15 06:37:46	2022-03-15 06:37:50	17	Annelieke C Kruithof	Jacobus Burggraaf	Netherlands	Leiden UMC	drug_development	30938028	supervisor	last	no	2021	Evaluating the effects of sugammadex on coagulation in humans: reversed translational research to unravel off-target pharmacology	https://hdl.handle.net/1887/3247173	10.1111/anec.12643	hybrid	1082-720X,1542-474X	Annals of Noninvasive Electrocardiology	Wiley	01.04.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
