pair,phd_candidate,supervisor,country,institute,subfield,doi,owner,position_author_supervisor,concern_methods_tools_devlpmnt_or_review,thesis_year,thesis_title,thesis_link
164,anne odilia emile van den bulck,dirk ruwaard,the netherlands,maastricht umc,public health,10.1371/journal.pone.0217923,supervisor,last,no,2022,differences that matter: understanding case-mix and quality for prospective payment of home care,10.26481/dis.20220613ab
164,anne odilia emile van den bulck,dirk ruwaard,the netherlands,maastricht umc,public health,10.5334/ijic.4681,supervisor,last,no,2022,differences that matter: understanding case-mix and quality for prospective payment of home care,10.26481/dis.20220613ab
165,joyce hayek,hein de vries,the netherlands,maastricht umc,public health,10.3390/nu12051535,candidate,na,no,2022,"effects of health behaviors, social cognitions, demographics and parenting styles on academic achievement of lebanese youth",10.26481/dis.20220412jh
165,joyce hayek,hein de vries,the netherlands,maastricht umc,public health,10.3390/ijerph18136928,candidate,na,no,2022,"effects of health behaviors, social cognitions, demographics and parenting styles on academic achievement of lebanese youth",10.26481/dis.20220412jh
165,joyce hayek,hein de vries,the netherlands,maastricht umc,public health,10.1093/her/cyaa045,candidate,na,no,2022,"effects of health behaviors, social cognitions, demographics and parenting styles on academic achievement of lebanese youth",10.26481/dis.20220412jh
165,joyce hayek,hein de vries,the netherlands,maastricht umc,public health,10.1371/journal.pone.0265595,candidate,na,no,2022,"effects of health behaviors, social cognitions, demographics and parenting styles on academic achievement of lebanese youth",10.26481/dis.20220412jh
165,joyce hayek,hein de vries,the netherlands,maastricht umc,public health,10.3390/ijerph18010028,supervisor,last,no,2022,"effects of health behaviors, social cognitions, demographics and parenting styles on academic achievement of lebanese youth",10.26481/dis.20220412jh
165,joyce hayek,hein de vries,the netherlands,maastricht umc,public health,10.1080/08870446.2019.1672873,supervisor,last,no,2022,"effects of health behaviors, social cognitions, demographics and parenting styles on academic achievement of lebanese youth",10.26481/dis.20220412jh
165,joyce hayek,hein de vries,the netherlands,maastricht umc,public health,10.3390/ijerph182010836,supervisor,last,no,2022,"effects of health behaviors, social cognitions, demographics and parenting styles on academic achievement of lebanese youth",10.26481/dis.20220412jh
165,joyce hayek,hein de vries,the netherlands,maastricht umc,public health,10.1017/S1463423620000675,supervisor,last,no,2022,"effects of health behaviors, social cognitions, demographics and parenting styles on academic achievement of lebanese youth",10.26481/dis.20220412jh
165,joyce hayek,hein de vries,the netherlands,maastricht umc,public health,10.1177/1740774520914609,supervisor,last,no,2022,"effects of health behaviors, social cognitions, demographics and parenting styles on academic achievement of lebanese youth",10.26481/dis.20220412jh
165,joyce hayek,hein de vries,the netherlands,maastricht umc,public health,10.2196/18524,supervisor,last,no,2022,"effects of health behaviors, social cognitions, demographics and parenting styles on academic achievement of lebanese youth",10.26481/dis.20220412jh
165,joyce hayek,hein de vries,the netherlands,maastricht umc,public health,10.1016/j.healthpol.2020.10.010,supervisor,first,no,2022,"effects of health behaviors, social cognitions, demographics and parenting styles on academic achievement of lebanese youth",10.26481/dis.20220412jh
166,sophie heloise klasen,ijmert kant,the netherlands,maastricht umc,epidemiology,10.5271/sjweh.3945,candidate,na,no,2022,"efficacy of an indicated prevention strategy for long-term sickness absence from an economic, health and stakeholders' perspective",10.26481/dis.20220106sk
166,sophie heloise klasen,ijmert kant,the netherlands,maastricht umc,epidemiology,10.1186/s12889-021-10322-w,candidate,na,no,2022,"efficacy of an indicated prevention strategy for long-term sickness absence from an economic, health and stakeholders' perspective",10.26481/dis.20220106sk
166,sophie heloise klasen,ijmert kant,the netherlands,maastricht umc,epidemiology,10.1016/j.jclinepi.2018.07.007,supervisor,last,no,2022,"efficacy of an indicated prevention strategy for long-term sickness absence from an economic, health and stakeholders' perspective",10.26481/dis.20220106sk
166,sophie heloise klasen,ijmert kant,the netherlands,maastricht umc,epidemiology,10.1016/j.jclinepi.2019.11.003,supervisor,last,no,2022,"efficacy of an indicated prevention strategy for long-term sickness absence from an economic, health and stakeholders' perspective",10.26481/dis.20220106sk
166,sophie heloise klasen,ijmert kant,the netherlands,maastricht umc,epidemiology,10.5271/sjweh.3741,supervisor,last,no,2022,"efficacy of an indicated prevention strategy for long-term sickness absence from an economic, health and stakeholders' perspective",10.26481/dis.20220106sk
166,sophie heloise klasen,ijmert kant,the netherlands,maastricht umc,epidemiology,10.1097/JOM.0000000000001393,supervisor,last,no,2022,"efficacy of an indicated prevention strategy for long-term sickness absence from an economic, health and stakeholders' perspective",10.26481/dis.20220106sk
166,sophie heloise klasen,ijmert kant,the netherlands,maastricht umc,epidemiology,10.1007/s00420-019-01404-9,supervisor,last,no,2022,"efficacy of an indicated prevention strategy for long-term sickness absence from an economic, health and stakeholders' perspective",10.26481/dis.20220106sk
166,sophie heloise klasen,ijmert kant,the netherlands,maastricht umc,epidemiology,10.1016/j.jpsychores.2017.09.007,supervisor,last,no,2022,"efficacy of an indicated prevention strategy for long-term sickness absence from an economic, health and stakeholders' perspective",10.26481/dis.20220106sk
166,sophie heloise klasen,ijmert kant,the netherlands,maastricht umc,epidemiology,10.3233/WOR-210436,supervisor,last,no,2022,"efficacy of an indicated prevention strategy for long-term sickness absence from an economic, health and stakeholders' perspective",10.26481/dis.20220106sk
167,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1021/acs.jproteome.1c00447,candidate,na,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak
167,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1016/j.jcmgh.2021.11.001,candidate,na,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak
167,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery, 10.1097/TP.0000000000003257,candidate,na,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak
167,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1038/s41419-020-03379-9,candidate,na,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak
167,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1002/jcsm.12723,supervisor,last,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak
167,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1016/j.hpb.2019.10.1532,supervisor,last,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak
167,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1002/jcsm.12433,supervisor,last,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak
167,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1016/j.hpb.2018.02.378,supervisor,last,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak
167,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1002/hep.30629,supervisor,last,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak
167,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1016/j.hpb.2017.08.030,supervisor,last,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak
167,anna maria kip,steven w m olde damink,the netherlands,maastricht umc,surgery,10.1093/ajcn/nqz036,supervisor,last,no,2022,"elucidating the intestinal response to ischemia-reperfusion: from molecular profiling in humans, to disease modeling in organoids",10.26481/dis.20220210ak
168,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.fertnstert.2022.01.030,candidate,na,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh
168,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1002/ijc.33907,candidate,na,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh
168,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.3390/cancers13184592,candidate,na,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh
168,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.ygyno.2021.07.006,candidate,na,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh
168,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.ajog.2020.08.056,candidate,na,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh
168,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.canep.2020.101700,candidate,na,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh
168,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.ajog.2020.01.041,candidate,na,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh
168,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.ajog.2020.08.026,supervisor,last,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh
168,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1093/humrep/deaa264,supervisor,last,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh
168,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.ajog.2019.10.004,supervisor,last,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh
168,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.ygyno.2020.01.023,supervisor,last,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh
168,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.ygyno.2020.04.705,supervisor,last,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh
168,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1371/journal.pone.0206219,supervisor,last,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh
168,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1080/0284186X.2017.1355108,supervisor,last,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh
168,marjolein hermens,ruud l m bekkers,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.ypmed.2017.05.021,supervisor,last,no,2022,endometriosis: not just a benign disease: insights in the assoication between endometriosis or adenomyosis and cancer,10.26481/dis.20220627mh
169,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.1016/j.paid.2018.02.001,candidate,na,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb
169,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.1016/j.invent.2021.100390,candidate,na,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb
169,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.1080/13607863.2020.1857697,candidate,na,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb
169,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.1016/j.invent.2021.100442,candidate,na,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb
169,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.1017/S1041610220000332,candidate,na,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb
169,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.1080/13854046.2020.1749936,supervisor,last,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb
169,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.3233/JAD-201128,supervisor,last,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb
169,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.2196/24724,supervisor,last,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb
169,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.2196/21629,supervisor,last,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb
169,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.2196/19852,supervisor,last,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb
169,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.1080/13607863.2019.1647130,supervisor,last,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb
169,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.3233/JAD-180857,supervisor,last,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb
169,jeroen bruinsma,marjolein de vugt,the netherlands,maastricht umc,psychiatry and neuropsychology,10.1016/j.invent.2018.09.002,supervisor,last,no,2022,family caregivers of persons with young-onset dementia: tailoring web-based psychosocial support,10.26481/dis.20220420jb
170,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1016/j.archger.2021.104473,candidate,na,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me
170,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1007/s41999-020-00337-8,candidate,na,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me
170,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1186/s12877-019-1369-7,candidate,na,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me
170,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1111/jan.14702,supervisor,last,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me
170,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1016/j.jtv.2020.12.005,supervisor,last,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me
170,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1186/s12877-021-02082-4,supervisor,last,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me
170,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1007/s12603-021-1668-5,supervisor,last,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me
170,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1186/s12913-021-06092-1,supervisor,last,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me
170,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1177/1049909120905779,supervisor,last,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me
170,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1111/jonm.12772,supervisor,last,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me
170,michael christiaan john van der elst,jos schols,the netherlands,maastricht umc,public health,10.1111/jan.15149,supervisor,last,no,2022,"frailty in later life: focus on assessment, life course and context",10.26481/dis.20220202me
171,eva gerdien mulder,marc spaanderman,the netherlands,maastricht umc,obstetrics and gynecology,10.1111/1471-0528.16435,candidate,na,no,2022,hemodynamic adjustments during pregnancy: opportunities for tailored treatment to prevent preeclampsia,10.26481/dis.20220107em
171,eva gerdien mulder,marc spaanderman,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.preghy.2019.04.003,candidate,na,no,2022,hemodynamic adjustments during pregnancy: opportunities for tailored treatment to prevent preeclampsia,10.26481/dis.20220107em
171,eva gerdien mulder,marc spaanderman,the netherlands,maastricht umc,obstetrics and gynecology,10.1016/j.preghy.2018.09.006,candidate,na,no,2022,hemodynamic adjustments during pregnancy: opportunities for tailored treatment to prevent preeclampsia,10.26481/dis.20220107em
171,eva gerdien mulder,marc spaanderman,the netherlands,maastricht umc,obstetrics and gynecology,10.1002/uog.20126,supervisor,last,no,2022,hemodynamic adjustments during pregnancy: opportunities for tailored treatment to prevent preeclampsia,10.26481/dis.20220107em
171,eva gerdien mulder,marc spaanderman,the netherlands,maastricht umc,obstetrics and gynecology,10.1089/jwh.2017.6780,supervisor,last,no,2022,hemodynamic adjustments during pregnancy: opportunities for tailored treatment to prevent preeclampsia,10.26481/dis.20220107em
171,eva gerdien mulder,marc spaanderman,the netherlands,maastricht umc,obstetrics and gynecology,10.1161/JAHA.119.015043,supervisor,last,no,2022,hemodynamic adjustments during pregnancy: opportunities for tailored treatment to prevent preeclampsia,10.26481/dis.20220107em
171,eva gerdien mulder,marc spaanderman,the netherlands,maastricht umc,obstetrics and gynecology,10.1002/uog.17534,supervisor,last,no,2022,hemodynamic adjustments during pregnancy: opportunities for tailored treatment to prevent preeclampsia,10.26481/dis.20220107em
171,eva gerdien mulder,marc spaanderman,the netherlands,maastricht umc,obstetrics and gynecology,10.1186/s12913-022-07484-7,supervisor,last,no,2022,hemodynamic adjustments during pregnancy: opportunities for tailored treatment to prevent preeclampsia,10.26481/dis.20220107em
172,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.3389/fbioe.2021.750246,candidate,na,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al
172,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.1007/s00774-021-01281-8,candidate,na,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al
172,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.1016/j.spinee.2021.07.011,candidate,na,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al
172,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.1177/2192568220979839,candidate,na,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al
172,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.1016/j.spinee.2020.09.010,candidate,na,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al
172,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.1016/j.fas.2021.12.001,supervisor,last,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al
172,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.3389/fbioe.2020.00634,supervisor,last,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al
172,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.3390/ma12193209,supervisor,last,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al
172,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.1002/jbm.b.33886,supervisor,last,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al
172,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.1016/j.knee.2017.07.018,supervisor,last,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al
172,arjan cornelius yvar loenen,jacobus j arts,the netherlands,maastricht umc,orthopaedics,10.1186/s12891-017-1635-9,supervisor,last,no,2022,lumbar spinal fusion: a biomechanical and biological perspective on early fusion,10.26481/dis.20220317al
173,nick cornelis johannes van osta,joost lumens,the netherlands,maastricht umc,biomedical engineering,10.1098/rsta.2019.0347,candidate,na,no,2022,making it personal: model-based cardiac tissue characterization in arrhythmogenic cardiomyopathy,10.26481/dis.20220331no
173,nick cornelis johannes van osta,joost lumens,the netherlands,maastricht umc,biomedical engineering,10.1093/europace/euaa407,candidate,na,no,2022,making it personal: model-based cardiac tissue characterization in arrhythmogenic cardiomyopathy,10.26481/dis.20220331no
173,nick cornelis johannes van osta,joost lumens,the netherlands,maastricht umc,biomedical engineering,10.3389/fphys.2021.738926,candidate,na,no,2022,making it personal: model-based cardiac tissue characterization in arrhythmogenic cardiomyopathy,10.26481/dis.20220331no
173,nick cornelis johannes van osta,joost lumens,the netherlands,maastricht umc,biomedical engineering,10.1093/europace/euaa387,supervisor,last,no,2022,making it personal: model-based cardiac tissue characterization in arrhythmogenic cardiomyopathy,10.26481/dis.20220331no
173,nick cornelis johannes van osta,joost lumens,the netherlands,maastricht umc,biomedical engineering,10.1016/j.jcmg.2018.07.013,supervisor,last,no,2022,making it personal: model-based cardiac tissue characterization in arrhythmogenic cardiomyopathy,10.26481/dis.20220331no
173,nick cornelis johannes van osta,joost lumens,the netherlands,maastricht umc,biomedical engineering,10.4244/EIJ-D-19-00598,supervisor,last,no,2022,making it personal: model-based cardiac tissue characterization in arrhythmogenic cardiomyopathy,10.26481/dis.20220331no
173,nick cornelis johannes van osta,joost lumens,the netherlands,maastricht umc,biomedical engineering,10.1152/ajpheart.00275.2020,supervisor,last,no,2022,making it personal: model-based cardiac tissue characterization in arrhythmogenic cardiomyopathy,10.26481/dis.20220331no
173,nick cornelis johannes van osta,joost lumens,the netherlands,maastricht umc,biomedical engineering,10.1093/europace/euy230,supervisor,last,no,2022,making it personal: model-based cardiac tissue characterization in arrhythmogenic cardiomyopathy,10.26481/dis.20220331no
173,nick cornelis johannes van osta,joost lumens,the netherlands,maastricht umc,biomedical engineering,10.1161/JAHA.118.010903,supervisor,first,no,2022,making it personal: model-based cardiac tissue characterization in arrhythmogenic cardiomyopathy,10.26481/dis.20220331no
173,nick cornelis johannes van osta,joost lumens,the netherlands,maastricht umc,biomedical engineering,10.3389/fphys.2019.00017,supervisor,last,no,2022,making it personal: model-based cardiac tissue characterization in arrhythmogenic cardiomyopathy,10.26481/dis.20220331no
174,sven henricus maria joseph rouschop,frederik van schooten,the netherlands,maastricht umc,pharmacology,10.1194/jlr.M092593,candidate,na,no,2022,"maternal diet matters: the molecular impact of dietary fat on the offspring's immunologic, metabolic and pulmonary health",10.26481/dis.20220202sr
174,sven henricus maria joseph rouschop,frederik van schooten,the netherlands,maastricht umc,pharmacology,10.3390/ijms22147551,candidate,na,no,2022,"maternal diet matters: the molecular impact of dietary fat on the offspring's immunologic, metabolic and pulmonary health",10.26481/dis.20220202sr
174,sven henricus maria joseph rouschop,frederik van schooten,the netherlands,maastricht umc,pharmacology,10.1088/1752-7163/abda55,supervisor,last,no,2022,"maternal diet matters: the molecular impact of dietary fat on the offspring's immunologic, metabolic and pulmonary health",10.26481/dis.20220202sr
174,sven henricus maria joseph rouschop,frederik van schooten,the netherlands,maastricht umc,pharmacology,10.1088/1752-7163/aa9080,supervisor,last,no,2022,"maternal diet matters: the molecular impact of dietary fat on the offspring's immunologic, metabolic and pulmonary health",10.26481/dis.20220202sr
174,sven henricus maria joseph rouschop,frederik van schooten,the netherlands,maastricht umc,pharmacology,10.1093/toxsci/kfx246,supervisor,last,no,2022,"maternal diet matters: the molecular impact of dietary fat on the offspring's immunologic, metabolic and pulmonary health",10.26481/dis.20220202sr
174,sven henricus maria joseph rouschop,frederik van schooten,the netherlands,maastricht umc,pharmacology,10.1016/j.aca.2018.03.046,supervisor,last,no,2022,"maternal diet matters: the molecular impact of dietary fat on the offspring's immunologic, metabolic and pulmonary health",10.26481/dis.20220202sr
174,sven henricus maria joseph rouschop,frederik van schooten,the netherlands,maastricht umc,pharmacology,10.1038/s41598-018-37210-5,supervisor,last,no,2022,"maternal diet matters: the molecular impact of dietary fat on the offspring's immunologic, metabolic and pulmonary health",10.26481/dis.20220202sr
174,sven henricus maria joseph rouschop,frederik van schooten,the netherlands,maastricht umc,pharmacology,10.1016/j.taap.2017.09.023,supervisor,last,no,2022,"maternal diet matters: the molecular impact of dietary fat on the offspring's immunologic, metabolic and pulmonary health",10.26481/dis.20220202sr
175,abdalla khalil ibrahim,philippe lambin,the netherlands,maastricht umc,precision medicine,10.1371/journal.pone.0251147,candidate,na,no,2022,artificial intelligence in medical image analysis: robustness and applications,10.26481/dis.20220330ai
175,abdalla khalil ibrahim,philippe lambin,the netherlands,maastricht umc,precision medicine,10.3390/cancers13081848,candidate,na,no,2022,artificial intelligence in medical image analysis: robustness and applications,10.26481/dis.20220330ai
175,abdalla khalil ibrahim,philippe lambin,the netherlands,maastricht umc,precision medicine,10.3390/cancers13184638,candidate,na,no,2022,artificial intelligence in medical image analysis: robustness and applications,10.26481/dis.20220330ai
175,abdalla khalil ibrahim,philippe lambin,the netherlands,maastricht umc,precision medicine,10.3390/cancers14071599,candidate,na,no,2022,artificial intelligence in medical image analysis: robustness and applications,10.26481/dis.20220330ai
175,abdalla khalil ibrahim,philippe lambin,the netherlands,maastricht umc,precision medicine,10.1016/j.jim.2020.112899,supervisor,last,no,2022,artificial intelligence in medical image analysis: robustness and applications,10.26481/dis.20220330ai
175,abdalla khalil ibrahim,philippe lambin,the netherlands,maastricht umc,precision medicine,10.1183/13993003.01104-2020,supervisor,last,no,2022,artificial intelligence in medical image analysis: robustness and applications,10.26481/dis.20220330ai
175,abdalla khalil ibrahim,philippe lambin,the netherlands,maastricht umc,precision medicine,10.1016/j.ijrobp.2020.11.053,supervisor,last,no,2022,artificial intelligence in medical image analysis: robustness and applications,10.26481/dis.20220330ai
175,abdalla khalil ibrahim,philippe lambin,the netherlands,maastricht umc,precision medicine,10.1016/j.compbiomed.2021.104918,supervisor,last,no,2022,artificial intelligence in medical image analysis: robustness and applications,10.26481/dis.20220330ai
175,abdalla khalil ibrahim,philippe lambin,the netherlands,maastricht umc,precision medicine,10.1080/15548627.2020.1816343,supervisor,last,no,2022,artificial intelligence in medical image analysis: robustness and applications,10.26481/dis.20220330ai
175,abdalla khalil ibrahim,philippe lambin,the netherlands,maastricht umc,precision medicine,10.3389/fonc.2020.00770,supervisor,last,no,2022,artificial intelligence in medical image analysis: robustness and applications,10.26481/dis.20220330ai
175,abdalla khalil ibrahim,philippe lambin,the netherlands,maastricht umc,precision medicine, 10.1371/journal.pone.0249920,supervisor,last,no,2022,artificial intelligence in medical image analysis: robustness and applications,10.26481/dis.20220330ai
